Q R E S T
-02, -05: 3 00 0
-01, -05: 3 00 0
-00, -05: 3 00 0
+01, -05: 3 00 0
+02, -05: 3 00 0
+03, -05: 3 00 0
+04, -05: 3 00 0
+05, -05: 3 00 0
+06, -05: 3 00 0
+07, -05: 3 00 0
+08, -05: 3 00 0
+09, -05: 3 00 0
+10, -05: 3 00 0

-08, -04: 3 00 0
-07, -04: 3 00 0
-06, -04: 3 00 0
-05, -04: 3 00 0
-04, -04: 3 00 0
-03, -04: 3 00 0
-02, -04: 3 00 0
-01, -04: 3 00 0
-00, -04: 3 00 0
+01, -04: 3 00 0
+02, -04: 3 00 0
+03, -04: 3 00 0
+04, -04: 3 00 0
+05, -04: 3 00 0
+06, -04: 3 00 0
+07, -04: 3 00 0
+08, -04: 3 00 0
+09, -04: 3 00 0
+10, -04: 3 00 0

-09, -03: 3 00 0
-08, -03: 3 00 0
-07, -03: 3 00 0
-06, -03: 3 00 0
-05, -03: 3 00 0
-04, -03: 3 00 0
-03, -03: 3 00 0
-02, -03: 3 00 0
-01, -03: 3 00 0
-00, -03: 3 12 0
+01, -03: 3 00 0
+02, -03: 3 00 0
+03, -03: 3 00 0
+04, -03: 3 00 0
+05, -03: 3 00 0
+06, -03: 3 00 0
+07, -03: 3 00 0
+08, -03: 3 00 0
+09, -03: 3 00 0

-09, -02: 2 00 0
-08, -02: 2 00 0
-07, -02: 2 00 0
-06, -02: 2 00 0
-05, -02: 2 00 0
-04, -02: 2 00 0
-03, -02: 2 00 0
-02, -02: 2 00 0
-01, -02: 2 01 0
-00, -02: 2 32 0
+01, -02: 2 00 0
+02, -02: 2 00 0
+03, -02: 2 00 0
+04, -02: 2 00 0
+05, -02: 2 00 0
+06, -02: 2 00 0
+07, -02: 2 00 0
+08, -02: 2 00 0
+09, -02: 2 00 0

-10, -01: 2 00 0
-09, -01: 2 00 0
-08, -01: 2 00 0
-07, -01: 2 00 0
-06, -01: 2 00 0
-05, -01: 2 00 0
-04, -01: 2 00 0
-03, -01: 2 00 0
-02, -01: 2 00 0
-01, -01: 2 00 0
-00, -01: 2 00 0
+01, -01: 2 00 0
+02, -01: 2 00 0
+03, -01: 2 00 0
+04, -01: 2 00 0
+05, -01: 2 00 0
+06, -01: 2 00 0
+07, -01: 2 00 0
+08, -01: 2 00 0

-10, +00: 2 00 0
-09, +00: 2 00 0
-08, +00: 2 00 0
-07, +00: 2 00 0
-06, +00: 2 00 0
-05, +00: 2 00 0
-04, +00: 2 00 0
-03, +00: 2 00 0
-02, +00: 2 00 0
-01, +00: 2 00 0
-00, +00: 2 00 0
+01, +00: 2 00 0
+02, +00: 2 00 0
+03, +00: 2 00 0
+04, +00: 2 00 0
+05, +00: 2 00 0
+06, +00: 2 00 0
+07, +00: 2 00 0
+08, +00: 2 00 0

-11, +01: 2 00 0
-10, +01: 2 00 0
-09, +01: 2 00 0
-08, +01: 2 00 0
-07, +01: 2 00 0
-06, +01: 2 00 0
-05, +01: 2 00 0
-04, +01: 2 00 0
-03, +01: 2 04 0
-02, +01: 2 12 0
-01, +01: 2 08 0
-00, +01: 2 00 0
+01, +01: 2 00 0
+02, +01: 2 00 0
+03, +01: 2 00 0
+04, +01: 2 00 0
+05, +01: 2 00 0
+06, +01: 2 00 0
+07, +01: 2 00 0

-11, +02: 1 00 0
-10, +02: 1 00 0
-09, +02: 1 00 0
-08, +02: 1 00 0
-07, +02: 1 00 0
-06, +02: 1 00 0
-05, +02: 1 00 0
-04, +02: 1 00 0
-03, +02: 1 33 0
-02, +02: 1 33 0
-01, +02: 1 00 0
-00, +02: 1 00 0
+01, +02: 1 00 0
+02, +02: 1 00 0
+03, +02: 1 00 0
+04, +02: 1 00 0
+05, +02: 1 00 0
+06, +02: 1 00 0
+07, +02: 1 00 0

-12, +03: 1 00 0
-11, +03: 1 00 0
-10, +03: 1 00 0
-09, +03: 1 00 0
-08, +03: 1 00 0
-07, +03: 1 00 0
-06, +03: 1 00 0
-05, +03: 1 00 0
-04, +03: 1 00 0
-03, +03: 1 00 0
-02, +03: 1 00 0
-01, +03: 1 00 0
-00, +03: 1 00 0
+01, +03: 1 00 0
+02, +03: 1 00 0
+03, +03: 1 00 0
+04, +03: 1 00 0
+05, +03: 1 00 0
+06, +03: 1 00 0

-12, +04: 1 00 0
-11, +04: 1 00 0
-10, +04: 1 00 0
-09, +04: 1 00 0
-08, +04: 1 00 0
-07, +04: 1 00 0
-06, +04: 1 00 0
-05, +04: 1 00 0
-04, +04: 1 00 0
-03, +04: 1 00 0
-02, +04: 1 00 0
-01, +04: 1 00 0
-00, +04: 1 00 0
+01, +04: 1 00 0
+02, +04: 1 00 0
+03, +04: 1 00 0
+04, +04: 1 00 0
+05, +04: 1 00 0
+06, +04: 1 00 0

-13, +05: 1 00 0
-12, +05: 1 00 0
-11, +05: 1 00 0
-10, +05: 1 00 0
-09, +05: 1 00 0
-08, +05: 1 00 0
-07, +05: 1 00 0
-06, +05: 1 00 0
-05, +05: 1 00 0
-04, +05: 1 00 0
-03, +05: 1 00 0
-02, +05: 1 00 0
-01, +05: 1 00 0
-00, +05: 1 00 0
+01, +05: 1 00 0
+02, +05: 1 00 0
+03, +05: 1 00 0
+04, +05: 1 00 0
+05, +05: 1 00 0
